epoch,batch,loss,epoch_time_sec,batch_time_ms,best_loss
5,300,0.473265,,41.2601,
5,350,0.456568,,41.0979,
5,400,0.49503,,41.1821,
5,450,0.472356,,41.1433,
5,500,0.456659,,41.2412,
5,550,0.467615,,41.1901,
5,600,0.490611,,40.9965,
5,650,0.484802,,41.2025,
5,700,0.458137,,41.3385,
5,750,0.476563,,41.373,
5,781,0.479369,,41.304,
5,,0.46966,32.2868,,0.46966
6,50,0.485139,,41.3396,
6,100,0.48371,,40.9974,
6,150,0.461509,,41.093,
6,200,0.483097,,41.2822,
6,250,0.480373,,41.349,
6,300,0.460027,,41.4133,
6,350,0.473501,,41.3523,
6,400,0.478365,,41.4001,
6,450,0.481446,,41.2976,
6,500,0.447747,,41.1009,
6,550,0.489044,,41.4413,
6,600,0.476408,,41.2641,
6,650,0.476727,,41.4689,
6,700,0.464212,,41.3806,
6,750,0.428272,,41.1809,
6,781,0.469161,,41.1044,
6,,0.469457,32.2493,,0.469457
7,50,0.457683,,41.2663,
7,100,0.481959,,41.5041,
7,150,0.456069,,41.4035,
7,200,0.453067,,41.4644,
7,250,0.474915,,41.0581,
7,300,0.462089,,41.2209,
7,350,0.484846,,41.326,
7,400,0.455588,,41.2414,
7,450,0.472808,,41.02,
7,500,0.444464,,41.2239,
7,550,0.478341,,42.6813,
7,600,0.472055,,41.4026,
7,650,0.487392,,41.2235,
7,700,0.464651,,41.2756,
7,750,0.482407,,41.1918,
7,781,0.475963,,41.2519,
7,,0.468653,32.3447,,0.468653
8,50,0.476188,,41.41,
8,100,0.49092,,41.5133,
8,150,0.452829,,41.3912,
8,200,0.471439,,41.4045,
8,250,0.464374,,41.2467,
8,300,0.459996,,41.2666,
8,350,0.465902,,41.4316,
8,400,0.454793,,41.39,
8,450,0.442399,,41.9845,
8,500,0.445092,,41.2645,
8,550,0.466206,,41.1014,
8,600,0.473729,,41.3106,
8,650,0.450136,,41.2842,
8,700,0.465742,,41.3001,
8,750,0.462762,,41.2787,
8,781,0.454654,,41.4083,
8,,0.467971,32.2876,,0.467971
9,50,0.459041,,41.4014,
9,100,0.464765,,41.6696,
9,150,0.485366,,42.0896,
9,200,0.460887,,41.3039,
9,250,0.488941,,41.6194,
9,300,0.456666,,41.3218,
9,350,0.48498,,41.964,
9,400,0.462292,,42.7559,
9,450,0.482131,,41.2826,
9,500,0.472034,,41.072,
9,550,0.467602,,41.3819,
9,600,0.473987,,41.3077,
9,650,0.468505,,41.0555,
9,700,0.454405,,41.1901,
9,750,0.462608,,41.1079,
9,781,0.482425,,41.2354,
9,,0.467509,32.2696,,0.467509
10,50,0.47147,,41.2302,
10,100,0.457182,,41.3134,
10,150,0.468846,,41.0561,
10,200,0.444026,,41.1939,
10,250,0.477852,,41.2571,
10,300,0.477188,,41.0326,
10,350,0.453825,,42.0411,
10,400,0.500527,,41.0497,
10,450,0.455887,,41.3217,
10,500,0.482785,,41.6418,
10,550,0.452698,,41.3816,
10,600,0.490486,,41.1687,
10,650,0.47005,,41.2329,
10,700,0.472351,,41.0741,
10,750,0.445031,,41.3268,
10,781,0.483413,,41.4536,
10,,0.466708,32.3038,,0.466708
11,50,0.453662,,41.353,
11,100,0.467336,,41.199,
11,150,0.478411,,41.3666,
11,200,0.467729,,41.3852,
11,250,0.474952,,41.277,
11,300,0.439739,,41.2196,
11,350,0.467994,,41.29,
11,400,0.470595,,41.3943,
11,450,0.456811,,41.429,
11,500,0.464865,,41.053,
11,550,0.480284,,41.3083,
11,600,0.473341,,41.2989,
11,650,0.474973,,41.2339,
11,700,0.480907,,41.5367,
11,750,0.482919,,41.5562,
11,781,0.471991,,41.1071,
11,,0.467255,32.3313,,0.466708
12,50,0.462134,,41.3091,
12,100,0.467795,,41.1406,
12,150,0.475364,,41.1958,
12,200,0.473691,,41.3268,
12,250,0.471022,,41.2218,
12,300,0.465117,,41.2576,
12,350,0.474358,,41.3043,
12,400,0.474178,,41.3306,
12,450,0.4743,,41.3655,
12,500,0.443592,,41.283,
12,550,0.458224,,41.852,
12,600,0.460664,,41.3731,
12,650,0.471806,,41.9669,
12,700,0.479446,,41.0067,
12,750,0.4625,,41.9323,
12,781,0.453853,,41.2745,
12,,0.465701,32.3031,,0.465701
13,50,0.477428,,41.4104,
13,100,0.468867,,41.8693,
13,150,0.466761,,42.4367,
13,200,0.448453,,41.0201,
13,250,0.48439,,41.1055,
13,300,0.461405,,41.1319,
13,350,0.466479,,41.2434,
13,400,0.482156,,41.2837,
13,450,0.464099,,41.2894,
13,500,0.501839,,41.4345,
13,550,0.454292,,41.0173,
13,600,0.474888,,41.3768,
13,650,0.468462,,41.2306,
13,700,0.480676,,41.1506,
13,750,0.481858,,41.2966,
13,781,0.472814,,41.3426,
13,,0.466875,32.3082,,0.465701
14,50,0.467942,,41.3212,
14,100,0.455149,,41.4335,
14,150,0.467968,,41.3845,
14,200,0.463241,,41.2238,
14,250,0.455641,,41.4366,
14,300,0.463645,,41.0039,
14,350,0.469728,,41.1261,
14,400,0.461617,,41.8719,
14,450,0.468791,,41.1371,
14,500,0.45203,,41.2001,
14,550,0.476941,,41.3782,
14,600,0.484548,,41.1783,
14,650,0.459606,,41.3317,
14,700,0.457359,,41.9661,
14,750,0.498565,,41.2878,
14,781,0.471352,,41.3437,
14,,0.465678,32.2976,,0.465678
15,50,0.458548,,41.3193,
15,100,0.479252,,41.266,
15,150,0.47166,,41.4183,
15,200,0.477044,,41.2403,
15,250,0.469014,,41.6399,
15,300,0.481425,,41.903,
15,350,0.458371,,41.9814,
15,400,0.455143,,41.2792,
15,450,0.480337,,41.4173,
15,500,0.477847,,41.367,
15,550,0.454338,,41.2753,
15,600,0.475625,,41.1027,
15,650,0.466301,,41.2554,
15,700,0.459892,,41.1429,
15,750,0.478397,,41.3502,
15,781,0.454699,,41.0969,
15,,0.465918,32.2762,,0.465678
16,50,0.458691,,41.3683,
16,100,0.452237,,41.2203,
16,150,0.449054,,41.211,
16,200,0.460638,,41.3634,
16,250,0.474207,,41.3232,
16,300,0.466551,,41.1751,
16,350,0.471608,,41.2811,
16,400,0.451483,,41.1525,
16,450,0.480819,,41.2492,
16,500,0.462222,,41.1234,
16,550,0.459621,,41.2649,
16,600,0.453303,,42.2425,
16,650,0.457228,,41.9021,
16,700,0.477573,,41.4686,
16,750,0.450788,,41.5476,
16,781,0.458115,,41.3308,
16,,0.465008,32.2625,,0.465008
17,50,0.462752,,41.0179,
17,100,0.472723,,41.1171,
17,150,0.454334,,41.1872,
17,200,0.461192,,41.0979,
17,250,0.477794,,41.2074,
17,300,0.459924,,41.0169,
17,350,0.472531,,41.0727,
17,400,0.466164,,41.2404,
17,450,0.470347,,41.2225,
17,500,0.451886,,41.0514,
17,550,0.481808,,41.3929,
17,600,0.472407,,41.4444,
17,650,0.462157,,42.6996,
17,700,0.498199,,42.7394,
17,750,0.458127,,42.0095,
17,781,0.458907,,41.4723,
17,,0.465343,32.2997,,0.465008
18,50,0.474409,,42.4223,
18,100,0.453949,,41.3059,
18,150,0.446682,,41.3302,
18,200,0.475348,,41.2891,
18,250,0.479275,,41.2705,
18,300,0.465273,,41.0263,
18,350,0.457156,,41.3473,
18,400,0.439805,,41.0715,
18,450,0.464519,,41.0144,
18,500,0.475205,,41.0569,
18,550,0.477328,,41.9458,
18,600,0.473374,,41.2601,
18,650,0.455469,,41.0564,
18,700,0.463837,,41.3694,
18,750,0.452685,,41.2169,
18,781,0.468365,,42.8323,
18,,0.464778,32.3159,,0.464778
19,50,0.476652,,41.5321,
19,100,0.466431,,41.3385,
19,150,0.475649,,41.5196,
19,200,0.47119,,41.2713,
19,250,0.469088,,41.1302,
19,300,0.460301,,41.2301,
19,350,0.469289,,41.3318,
19,400,0.468096,,42.5022,
19,450,0.487713,,41.6174,
19,500,0.475023,,41.4192,
19,550,0.45996,,41.2637,
19,600,0.468655,,41.2453,
19,650,0.4537,,41.3643,
19,700,0.478783,,41.4978,
19,750,0.462895,,41.0113,
19,781,0.46094,,41.1698,
19,,0.464355,32.2903,,0.464355
20,50,0.469797,,41.0644,
20,100,0.462456,,41.2028,
20,150,0.467692,,41.1807,
20,200,0.461187,,41.6536,
20,250,0.457367,,41.226,
20,300,0.44097,,41.1422,
20,350,0.466169,,41.1336,
20,400,0.450157,,41.392,
20,450,0.461282,,41.3231,
20,500,0.460737,,41.6012,
20,550,0.453294,,41.181,
20,600,0.452011,,41.3025,
20,650,0.475429,,41.2201,
20,700,0.473521,,41.246,
20,750,0.446425,,41.3796,
20,781,0.476033,,41.3298,
20,,0.464586,32.2917,,0.464355
